Time,Host,Service,Port,Protocol,Type,Data
"2025-09-08 11:58:34 UTC","10.16.249.246","http","80","tcp","nmap.nse.http-dombased-xss.tcp.80","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 11:58:34 UTC","10.16.249.246","http","80","tcp","nmap.nse.http-csrf.tcp.80","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 11:59:04 UTC","10.16.249.246","https","443","tcp","nmap.nse.ssl-enum-ciphers.tcp.443","{""output""=>""\n TLSv1.0: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA (secp256r1) - A\n TLS_DHE_RSA_WITH_AES_256_CBC_SHA (dh 2048) - A\n TLS_DHE_RSA_WITH_AES_128_CBC_SHA (dh 2048) - A\n TLS_RSA_WITH_AES_256_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_AES_128_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_3DES_EDE_CBC_SHA (rsa 2048) - C\n compressors: \n NULL\n cipher preference: server\n warnings: \n 64-bit block cipher 3DES vulnerable to SWEET32 attack\n TLSv1.1: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA (secp256r1) - A\n TLS_DHE_RSA_WITH_AES_256_CBC_SHA (dh 2048) - A\n TLS_DHE_RSA_WITH_AES_128_CBC_SHA (dh 2048) - A\n TLS_RSA_WITH_AES_256_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_AES_128_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_3DES_EDE_CBC_SHA (rsa 2048) - C\n compressors: \n NULL\n cipher preference: server\n warnings: \n 64-bit block cipher 3DES vulnerable to SWEET32 attack\n TLSv1.2: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384 (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256 (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA (secp256r1) - A\n TLS_DHE_RSA_WITH_AES_256_GCM_SHA384 (dh 2048) - A\n TLS_DHE_RSA_WITH_AES_128_GCM_SHA256 (dh 2048) - A\n TLS_DHE_RSA_WITH_AES_256_CBC_SHA (dh 2048) - A\n TLS_DHE_RSA_WITH_AES_128_CBC_SHA (dh 2048) - A\n TLS_RSA_WITH_AES_256_GCM_SHA384 (rsa 2048) - A\n TLS_RSA_WITH_AES_128_GCM_SHA256 (rsa 2048) - A\n TLS_RSA_WITH_AES_256_CBC_SHA256 (rsa 2048) - A\n TLS_RSA_WITH_AES_128_CBC_SHA256 (rsa 2048) - A\n TLS_RSA_WITH_AES_256_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_AES_128_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_3DES_EDE_CBC_SHA (rsa 2048) - C\n compressors: \n NULL\n cipher preference: server\n warnings: \n 64-bit block cipher 3DES vulnerable to SWEET32 attack\n least strength: C""}"
"2025-09-08 12:00:23 UTC","10.16.249.246","https","443","tcp","nmap.nse.http-dombased-xss.tcp.443","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 12:00:23 UTC","10.16.249.246","https","443","tcp","nmap.nse.http-csrf.tcp.443","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 12:00:23 UTC","10.16.249.246","https","443","tcp","nmap.nse.http-stored-xss.tcp.443","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 12:10:08 UTC","10.67.108.106","http","80","tcp","nmap.nse.http-csrf.tcp.80","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 12:10:08 UTC","10.67.108.106","http","80","tcp","nmap.nse.http-dombased-xss.tcp.80","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 12:10:08 UTC","10.67.108.106","http","80","tcp","nmap.nse.http-stored-xss.tcp.80","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 12:10:22 UTC","10.67.108.106","https","443","tcp","nmap.nse.ssl-enum-ciphers.tcp.443","{""output""=>""\n TLSv1.2: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 (ecdh_x25519) - A\n TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 (ecdh_x25519) - A\n compressors: \n NULL\n cipher preference: server\n least strength: A""}"
"2025-09-08 12:12:52 UTC","10.67.108.106","https","443","tcp","nmap.nse.http-stored-xss.tcp.443","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 12:12:52 UTC","10.67.108.106","https","443","tcp","nmap.nse.http-dombased-xss.tcp.443","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 12:12:52 UTC","10.67.108.106","https","443","tcp","nmap.nse.http-csrf.tcp.443","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 12:21:16 UTC","10.67.110.154","http","80","tcp","nmap.nse.http-csrf.tcp.80","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 12:21:16 UTC","10.67.110.154","http","80","tcp","nmap.nse.http-stored-xss.tcp.80","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 12:21:16 UTC","10.67.110.154","http","80","tcp","nmap.nse.http-dombased-xss.tcp.80","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 12:21:31 UTC","10.67.110.154","https","443","tcp","nmap.nse.ssl-enum-ciphers.tcp.443","{""output""=>""\n TLSv1.2: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 (secp256r1) - A\n TLS_DHE_RSA_WITH_AES_128_GCM_SHA256 (dh 2048) - A\n TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 (secp256r1) - A\n compressors: \n NULL\n cipher preference: server\n least strength: A""}"
"2025-09-08 12:53:46 UTC","10.67.110.154","https","443","tcp","nmap.nse.http-csrf.tcp.443","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 12:53:46 UTC","10.67.110.154","https","443","tcp","nmap.nse.http-dombased-xss.tcp.443","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 12:53:46 UTC","10.67.110.154","https","443","tcp","nmap.nse.http-stored-xss.tcp.443","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 13:01:10 UTC","10.80.4.237","http","80","tcp","nmap.nse.http-csrf.tcp.80","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 13:01:10 UTC","10.80.4.237","http","80","tcp","nmap.nse.http-dombased-xss.tcp.80","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 13:01:10 UTC","10.80.4.237","http","80","tcp","nmap.nse.http-stored-xss.tcp.80","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 13:14:11 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-vuln-cve2010-0738.tcp.80","{""output""=>""\n /jmx-console/: Authentication was not required\n""}"
"2025-09-08 13:14:11 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-sql-injection.tcp.80","{""output""=>""\n Possible sqli for queries:\n http://10.80.10.152:80/WebResource.axd?d=Cr6NY1haBII3CUWgTf-vRxkAVYzK1FJ6XORbJp5zHXYb1faJ2WnIXBUQYE-i4nGMszzp_Bd8NNpxf0uVdI32lDKWS0A1%27%20OR%20sqlspider&#38;t=636476122140000000\n http://10.80.10.152:80/ScriptResource.axd?d=xTNG3CTkQ2ch2yWpKyW2lR6-8MNxixcd1VbX03dvG7lAwtwRIqxjNzohHyVIJ6Cc0ezv1etws8GncaGeNrI09XcaLsDbw6ZxNM349d9ymLjfJbNTt8a-khn_LFIWVVaIAGgGtmSysuylTTRkiJRPvlQZuWA1%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/ScriptResource.axd?d=jdvFlgJl5vfbogBSe8F1CDIqBvuCdTqXpERYgdzPpMkec74Z1164RFu9vL7Fh9-LNzTH8TYZ4um3XwWzuixWaYDrDTxz5ep_1ytRSL3U-mWs2jzWaz8EMNxVsnLUr20JK21itj8CP2NZ2zwKKHxmCRgU1cI07EHPMrxG0kcPIHfQnJZB0%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/WebResource.axd?d=Cr6NY1haBII3CUWgTf-vRxkAVYzK1FJ6XORbJp5zHXYb1faJ2WnIXBUQYE-i4nGMszzp_Bd8NNpxf0uVdI32lDKWS0A1%27%20OR%20sqlspider&#38;t=636476122140000000\n http://10.80.10.152:80/ScriptResource.axd?d=xTNG3CTkQ2ch2yWpKyW2lR6-8MNxixcd1VbX03dvG7lAwtwRIqxjNzohHyVIJ6Cc0ezv1etws8GncaGeNrI09XcaLsDbw6ZxNM349d9ymLjfJbNTt8a-khn_LFIWVVaIAGgGtmSysuylTTRkiJRPvlQZuWA1%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/ScriptResource.axd?d=jdvFlgJl5vfbogBSe8F1CDIqBvuCdTqXpERYgdzPpMkec74Z1164RFu9vL7Fh9-LNzTH8TYZ4um3XwWzuixWaYDrDTxz5ep_1ytRSL3U-mWs2jzWaz8EMNxVsnLUr20JK21itj8CP2NZ2zwKKHxmCRgU1cI07EHPMrxG0kcPIHfQnJZB0%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/WebResource.axd?d=Cr6NY1haBII3CUWgTf-vRxkAVYzK1FJ6XORbJp5zHXYb1faJ2WnIXBUQYE-i4nGMszzp_Bd8NNpxf0uVdI32lDKWS0A1%27%20OR%20sqlspider&#38;t=636476122140000000\n http://10.80.10.152:80/ScriptResource.axd?d=xTNG3CTkQ2ch2yWpKyW2lR6-8MNxixcd1VbX03dvG7lAwtwRIqxjNzohHyVIJ6Cc0ezv1etws8GncaGeNrI09XcaLsDbw6ZxNM349d9ymLjfJbNTt8a-khn_LFIWVVaIAGgGtmSysuylTTRkiJRPvlQZuWA1%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/ScriptResource.axd?d=jdvFlgJl5vfbogBSe8F1CDIqBvuCdTqXpERYgdzPpMkec74Z1164RFu9vL7Fh9-LNzTH8TYZ4um3XwWzuixWaYDrDTxz5ep_1ytRSL3U-mWs2jzWaz8EMNxVsnLUr20JK21itj8CP2NZ2zwKKHxmCRgU1cI07EHPMrxG0kcPIHfQnJZB0%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/WebResource.axd?d=Cr6NY1haBII3CUWgTf-vRxkAVYzK1FJ6XORbJp5zHXYb1faJ2WnIXBUQYE-i4nGMszzp_Bd8NNpxf0uVdI32lDKWS0A1%27%20OR%20sqlspider&#38;t=636476122140000000\n http://10.80.10.152:80/ScriptResource.axd?d=xTNG3CTkQ2ch2yWpKyW2lR6-8MNxixcd1VbX03dvG7lAwtwRIqxjNzohHyVIJ6Cc0ezv1etws8GncaGeNrI09XcaLsDbw6ZxNM349d9ymLjfJbNTt8a-khn_LFIWVVaIAGgGtmSysuylTTRkiJRPvlQZuWA1%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/ScriptResource.axd?d=jdvFlgJl5vfbogBSe8F1CDIqBvuCdTqXpERYgdzPpMkec74Z1164RFu9vL7Fh9-LNzTH8TYZ4um3XwWzuixWaYDrDTxz5ep_1ytRSL3U-mWs2jzWaz8EMNxVsnLUr20JK21itj8CP2NZ2zwKKHxmCRgU1cI07EHPMrxG0kcPIHfQnJZB0%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/WebResource.axd?d=Cr6NY1haBII3CUWgTf-vRxkAVYzK1FJ6XORbJp5zHXYb1faJ2WnIXBUQYE-i4nGMszzp_Bd8NNpxf0uVdI32lDKWS0A1%27%20OR%20sqlspider&#38;t=636476122140000000\n http://10.80.10.152:80/ScriptResource.axd?d=xTNG3CTkQ2ch2yWpKyW2lR6-8MNxixcd1VbX03dvG7lAwtwRIqxjNzohHyVIJ6Cc0ezv1etws8GncaGeNrI09XcaLsDbw6ZxNM349d9ymLjfJbNTt8a-khn_LFIWVVaIAGgGtmSysuylTTRkiJRPvlQZuWA1%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/ScriptResource.axd?d=jdvFlgJl5vfbogBSe8F1CDIqBvuCdTqXpERYgdzPpMkec74Z1164RFu9vL7Fh9-LNzTH8TYZ4um3XwWzuixWaYDrDTxz5ep_1ytRSL3U-mWs2jzWaz8EMNxVsnLUr20JK21itj8CP2NZ2zwKKHxmCRgU1cI07EHPMrxG0kcPIHfQnJZB0%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/WebResource.axd?d=Cr6NY1haBII3CUWgTf-vRxkAVYzK1FJ6XORbJp5zHXYb1faJ2WnIXBUQYE-i4nGMszzp_Bd8NNpxf0uVdI32lDKWS0A1%27%20OR%20sqlspider&#38;t=636476122140000000\n http://10.80.10.152:80/ScriptResource.axd?d=xTNG3CTkQ2ch2yWpKyW2lR6-8MNxixcd1VbX03dvG7lAwtwRIqxjNzohHyVIJ6Cc0ezv1etws8GncaGeNrI09XcaLsDbw6ZxNM349d9ymLjfJbNTt8a-khn_LFIWVVaIAGgGtmSysuylTTRkiJRPvlQZuWA1%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/ScriptResource.axd?d=jdvFlgJl5vfbogBSe8F1CDIqBvuCdTqXpERYgdzPpMkec74Z1164RFu9vL7Fh9-LNzTH8TYZ4um3XwWzuixWaYDrDTxz5ep_1ytRSL3U-mWs2jzWaz8EMNxVsnLUr20JK21itj8CP2NZ2zwKKHxmCRgU1cI07EHPMrxG0kcPIHfQnJZB0%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/WebResource.axd?d=Cr6NY1haBII3CUWgTf-vRxkAVYzK1FJ6XORbJp5zHXYb1faJ2WnIXBUQYE-i4nGMszzp_Bd8NNpxf0uVdI32lDKWS0A1%27%20OR%20sqlspider&#38;t=636476122140000000\n http://10.80.10.152:80/ScriptResource.axd?d=xTNG3CTkQ2ch2yWpKyW2lR6-8MNxixcd1VbX03dvG7lAwtwRIqxjNzohHyVIJ6Cc0ezv1etws8GncaGeNrI09XcaLsDbw6ZxNM349d9ymLjfJbNTt8a-khn_LFIWVVaIAGgGtmSysuylTTRkiJRPvlQZuWA1%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/ScriptResource.axd?d=jdvFlgJl5vfbogBSe8F1CDIqBvuCdTqXpERYgdzPpMkec74Z1164RFu9vL7Fh9-LNzTH8TYZ4um3XwWzuixWaYDrDTxz5ep_1ytRSL3U-mWs2jzWaz8EMNxVsnLUr20JK21itj8CP2NZ2zwKKHxmCRgU1cI07EHPMrxG0kcPIHfQnJZB0%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/WebResource.axd?d=Cr6NY1haBII3CUWgTf-vRxkAVYzK1FJ6XORbJp5zHXYb1faJ2WnIXBUQYE-i4nGMszzp_Bd8NNpxf0uVdI32lDKWS0A1%27%20OR%20sqlspider&#38;t=636476122140000000\n http://10.80.10.152:80/ScriptResource.axd?d=xTNG3CTkQ2ch2yWpKyW2lR6-8MNxixcd1VbX03dvG7lAwtwRIqxjNzohHyVIJ6Cc0ezv1etws8GncaGeNrI09XcaLsDbw6ZxNM349d9ymLjfJbNTt8a-khn_LFIWVVaIAGgGtmSysuylTTRkiJRPvlQZuWA1%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n http://10.80.10.152:80/ScriptResource.axd?d=jdvFlgJl5vfbogBSe8F1CDIqBvuCdTqXpERYgdzPpMkec74Z1164RFu9vL7Fh9-LNzTH8TYZ4um3XwWzuixWaYDrDTxz5ep_1ytRSL3U-mWs2jzWaz8EMNxVsnLUr20JK21itj8CP2NZ2zwKKHxmCRgU1cI07EHPMrxG0kcPIHfQnJZB0%27%20OR%20sqlspider&#38;t=ffffffffad4b7194\n""}"
"2025-09-08 13:14:11 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-fileupload-exploiter.tcp.80","{""output""=>""\n \n Couldn't find a file-type field.""}"
"2025-09-08 13:14:11 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-csrf.tcp.80","{""output""=>""\nSpidering limited to: maxdepth=3; maxpagecount=20; withinhost=10.80.10.152\n Found the following possible CSRF vulnerabilities: \n \n Path: http://10.80.10.152:80/\n Form id: form1\n Form action: ./Default.aspx\n \n Path: http://10.80.10.152:80/1\n Form id: form1\n Form action: ./default.aspx?ReturnUrl=%2f1\n \n Path: http://10.80.10.152:80/Default.aspx\n Form id: form1\n Form action: ./Default.aspx\n \n Path: http://10.80.10.152:80/default.aspx?ReturnUrl=%2F1\n Form id: form1\n Form action: ./default.aspx?ReturnUrl=%2f1\n \n Path: http://10.80.10.152:80/event.srcElement\n Form id: form1\n Form action: ./default.aspx?ReturnUrl=%2fevent.srcElement\n \n Path: http://10.80.10.152:80/u;k=new\n Form id: form1\n Form action: ./default.aspx?ReturnUrl=%2fu%3bk%3dnew\n \n Path: http://10.80.10.152:80/default.aspx?ReturnUrl=%2Fevent.srcElement\n Form id: form1\n Form action: ./default.aspx?ReturnUrl=%2fevent.srcElement\n \n Path: http://10.80.10.152:80/default.aspx?ReturnUrl=%2Fu%3Bk%3Dnew\n Form id: form1\n Form action: ./default.aspx?ReturnUrl=%2fu%3bk%3dnew\n""}"
"2025-09-08 13:14:11 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-internal-ip-disclosure.tcp.80","{""output""=>""\n Internal IP Leaked: 10.10.32.22""}"
"2025-09-08 13:14:11 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-stored-xss.tcp.80","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 13:14:11 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-majordomo2-dir-traversal.tcp.80","{""output""=>""ERROR: Script execution failed (use -d to debug)""}"
"2025-09-08 13:14:11 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-vuln-cve2017-1001000.tcp.80","{""output""=>""ERROR: Script execution failed (use -d to debug)""}"
"2025-09-08 13:14:11 UTC","10.80.10.152","http","80","tcp","nmap.nse.http-dombased-xss.tcp.80","{""output""=>""Couldn't find any DOM based XSS.""}"
"2025-09-08 13:14:35 UTC","10.80.10.152","https","443","tcp","nmap.nse.ssl-enum-ciphers.tcp.443","{""output""=>""\n SSLv3: \n ciphers: \n TLS_RSA_WITH_3DES_EDE_CBC_SHA (rsa 2048) - C\n TLS_RSA_WITH_RC4_128_SHA (rsa 2048) - C\n TLS_RSA_WITH_RC4_128_MD5 (rsa 2048) - C\n compressors: \n NULL\n cipher preference: server\n warnings: \n 64-bit block cipher 3DES vulnerable to SWEET32 attack\n Broken cipher RC4 is deprecated by RFC 7465\n CBC-mode cipher in SSLv3 (CVE-2014-3566)\n Ciphersuite uses MD5 for message integrity\n Forward Secrecy not supported by any cipher\n TLSv1.0: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA (secp256r1) - A\n TLS_DHE_RSA_WITH_AES_256_CBC_SHA (dh 1024) - A\n TLS_DHE_RSA_WITH_AES_128_CBC_SHA (dh 1024) - A\n TLS_RSA_WITH_AES_256_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_AES_128_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_3DES_EDE_CBC_SHA (rsa 2048) - C\n TLS_RSA_WITH_RC4_128_SHA (rsa 2048) - C\n TLS_RSA_WITH_RC4_128_MD5 (rsa 2048) - C\n compressors: \n NULL\n cipher preference: server\n warnings: \n 64-bit block cipher 3DES vulnerable to SWEET32 attack\n Broken cipher RC4 is deprecated by RFC 7465\n Ciphersuite uses MD5 for message integrity\n Key exchange (dh 1024) of lower strength than certificate key\n TLSv1.1: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA (secp256r1) - A\n TLS_DHE_RSA_WITH_AES_256_CBC_SHA (dh 1024) - A\n TLS_DHE_RSA_WITH_AES_128_CBC_SHA (dh 1024) - A\n TLS_RSA_WITH_AES_256_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_AES_128_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_3DES_EDE_CBC_SHA (rsa 2048) - C\n TLS_RSA_WITH_RC4_128_SHA (rsa 2048) - C\n TLS_RSA_WITH_RC4_128_MD5 (rsa 2048) - C\n compressors: \n NULL\n cipher preference: server\n warnings: \n 64-bit block cipher 3DES vulnerable to SWEET32 attack\n Broken cipher RC4 is deprecated by RFC 7465\n Ciphersuite uses MD5 for message integrity\n Key exchange (dh 1024) of lower strength than certificate key\n TLSv1.2: \n ciphers: \n TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384 (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256 (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA (secp256r1) - A\n TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA (secp256r1) - A\n TLS_DHE_RSA_WITH_AES_256_GCM_SHA384 (dh 1024) - A\n TLS_DHE_RSA_WITH_AES_128_GCM_SHA256 (dh 1024) - A\n TLS_DHE_RSA_WITH_AES_256_CBC_SHA (dh 1024) - A\n TLS_DHE_RSA_WITH_AES_128_CBC_SHA (dh 1024) - A\n TLS_RSA_WITH_AES_256_GCM_SHA384 (rsa 2048) - A\n TLS_RSA_WITH_AES_128_GCM_SHA256 (rsa 2048) - A\n TLS_RSA_WITH_AES_256_CBC_SHA256 (rsa 2048) - A\n TLS_RSA_WITH_AES_128_CBC_SHA256 (rsa 2048) - A\n TLS_RSA_WITH_AES_256_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_AES_128_CBC_SHA (rsa 2048) - A\n TLS_RSA_WITH_3DES_EDE_CBC_SHA (rsa 2048) - C\n TLS_RSA_WITH_RC4_128_SHA (rsa 2048) - C\n TLS_RSA_WITH_RC4_128_MD5 (rsa 2048) - C\n compressors: \n NULL\n cipher preference: server\n warnings: \n 64-bit block cipher 3DES vulnerable to SWEET32 attack\n Broken cipher RC4 is deprecated by RFC 7465\n Ciphersuite uses MD5 for message integrity\n Key exchange (dh 1024) of lower strength than certificate key\n least strength: C""}"
"2025-09-08 13:38:31 UTC","10.80.10.152","https","443","tcp","nmap.nse.ssl-poodle.tcp.443","{""output""=>""\n VULNERABLE:\n SSL POODLE information leak\n State: VULNERABLE\n IDs: CVE:CVE-2014-3566 BID:70574\n The SSL protocol 3.0, as used in OpenSSL through 1.0.1i and other\n products, uses nondeterministic CBC padding, which makes it easier\n for man-in-the-middle attackers to obtain cleartext data via a\n padding-oracle attack, aka the \""POODLE\"" issue.\n Disclosure date: 2014-10-14\n Check results:\n TLS_RSA_WITH_3DES_EDE_CBC_SHA\n References:\n https://www.imperialviolet.org/2014/10/14/poodle.html\n https://www.openssl.org/~bodo/ssl-poodle.pdf\n https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-3566\n https://www.securityfocus.com/bid/70574\n""}"
"2025-09-08 13:38:31 UTC","10.80.10.152","https","443","tcp","nmap.nse.http-csrf.tcp.443","{""output""=>""Couldn't find any CSRF vulnerabilities.""}"
"2025-09-08 13:38:31 UTC","10.80.10.152","https","443","tcp","nmap.nse.ssl-dh-params.tcp.443","{""output""=>""\n VULNERABLE:\n Diffie-Hellman Key Exchange Insufficient Group Strength\n State: VULNERABLE\n Transport Layer Security (TLS) services that use Diffie-Hellman groups\n of insufficient strength, especially those using one of a few commonly\n shared groups, may be susceptible to passive eavesdropping attacks.\n Check results:\n WEAK DH GROUP 1\n Cipher Suite: TLS_DHE_RSA_WITH_AES_256_GCM_SHA384\n Modulus Type: Safe prime\n Modulus Source: RFC2409/Oakley Group 2\n Modulus Length: 1024\n Generator Length: 1024\n Public Key Length: 1024\n References:\n https://weakdh.org\n""}"
"2025-09-08 13:38:31 UTC","10.80.10.152","https","443","tcp","nmap.nse.http-stored-xss.tcp.443","{""output""=>""Couldn't find any stored XSS vulnerabilities.""}"
"2025-09-08 13:38:31 UTC","10.80.10.152","https","443","tcp","nmap.nse.http-dombased-xss.tcp.443","{""output""=>""Couldn't find any DOM based XSS.""}"
